43918,Pipple,110300_01_r04,water,wand,4655,Dragonyule Jeanne,210076_01,Omizununo,307136_01_60201,Brothers in Arms,400402_02,Memory of a Friend,400429_02,Moonlight Party,400448_02,Dueling Dancers,400050_02,Sisters of the Anvil,400049_02,Dagger,,Eugene,110363_01_r05,Dagger2,,Weapon,,Mikoto,110010_01_r05,100 freeze res & hit15 & hp70,,doublebuff:every 30.02s;energy:6,x:18608,dx:25310
61417,Laranoa,110317_01_r05,water,bow,4731,Gala Reborn Poseidon,210134_01,Ame no Hajiyumi,306128_01_60201,Dear Diary,400391_02,Forest Bonds,400172_02,Memory of a Friend,400429_02,From Whence He Comes,400390_02,His Clever Brother,400169_02,Blade,,Summer Estelle,110063_02_r04,Renee,110265_01_r04,Weapon,,Mikoto,110010_01_r05,0 frostbite res & hit15 & always connect hits,no haste buff for teammates,frostbite:89.1%;team:6.04344%,x:6249,fs:729,s1:26040,s1_frostbite:2188,dx:13628,ds_final:6126,ds:6454
43796,Nurse Aeleen,110029_02_r04,water,staff,4391,Gala Reborn Poseidon,210134_01,Kunado,308129_01_60201,An Ancient Oath,400084_02,Memory of a Friend,400429_02,The Bridal Dragon,400096_02,Dueling Dancers,400050_02,Mana Fount,400004_02,Yurius,110362_01_r05,Summer Celliera,110255_02_r05,Tiki,110360_01_r05,Weapon,,Gala Mym,100010_04_r05,hit15,,team:6.34429%;doublebuff:every 60.08s,x:7766,s4:2736,dx:17966,ds_final:7663,ds:7663
101202,Durant,110343_01_r04,shadow,blade,4817,Epimetheus,210112_01,Qixing Baodao,302133_01_60501,A Man Unchanging,400459_02,Memory of a Friend,400429_02,Moonlight Party,400448_02,From Whence He Comes,400390_02,Bellathorna,400009_02,Axe2,,Dagger2,,Tobias,110352_01_r05,Weapon,,Formal Joachim,110350_02_r05,0 stormlash res & 0 poison res & hp100 & hit15 & hp70,,poison:58.3%;stormlash:34.9%;team:11.77248%,x:23555,s4:2478,s4_poison:998,s4_stormlash:492,dx:64107,ds_poison:1646,ds:7921
47172,Cleo,100004_01_r04,shadow,staff,4612,Ramiel,210132_01,Li Zhang,308132_01_60501,A Man Unchanging,400459_02,An Ancient Oath,400084_02,Memory of a Friend,400429_02,Dueling Dancers,400050_02,Entwined Flames,400140_02,Ieyasu,110313_01_r05,Audric,110334_01_r04,Dagger2,,Weapon,,Gala Mym,100010_04_r05,0 poison res & hit15,,poison:49.7%;team:24.12123%,x:6461,s4:2098,dx:34159,ds_poison:334,ds:4118
4146,Noelle,110340_01_r04,wind,wand,3004,Freyja,210084_01,Typhoon&#x27;s Rule,307095_01_50301,A Dog&#x27;s Day,400409_02,Gentle Winds,400103_02,Sisters&#x27; Day Out,400243_02,From Whence He Comes,400390_02,Bellathorna,400009_02,Bow,,Dagger2,,Tobias,110352_01_r05,Mikoto,110010_01_r05,Summer Cleo,100004_04_r05,buff all team,,team:131.18042%,x:3851,fs:293
57133,Yachiyo,110064_01_r04,light,blade,4806,Daikokuten,210110_01,Fragarach,302132_01_60401,Memory of a Friend,400429_02,Spirit of the Season,400393_02,Valiant Crown,400062_02,His Clever Brother,400169_02,The Queen of the Knife,400286_02,Malora,110036_01_r03,Peony,110361_01_r05,Sharena,110358_01_r05,Weapon,,Jurota,110016_01_r03,0 paralysis res & 0 frostbite res & hit15,,paralysis:78.0%;frostbite:55.1%;team:3.29343%,x:8070,fs_enhanced:2951,s1:12808,s1_paralysis:1252,s4:2761,s4_frostbite:703,dx:23916,ds:4669
68586,Alain,110001_01_r03,flame,lance,4764,Gala Mars,200009_01,Gungnir,305135_01_60101,Dragon and Tamer,400128_02,Me and My Bestie!,400435_02,Memory of a Friend,400429_02,The Plaguebringer,400410_02,To the Extreme!,400095_02,Blade,,Wand,,Joe,110003_01_r03,Weapon,,Formal Joachim,110350_02_r05,0 burn res & 0 stormlash res & 0 poison res & last offense & hp50 & hit15,,burn:80.0%;poison:61.2%;stormlash:61.2%,x:6018,fs:616,s1:20521,s1_burn:2524,s2:6851,s2_burn:1338,s4:4725,s4_poison:1377,s4_stormlash:790,dx:15277,ds:8544
57276,Wedding Aoi,110002_02_r05,wind,dagger,4491,Midgardsormr Zero,210131_01,Carnwennan,303130_01_60301,A Man Unchanging,400459_02,Memory of a Friend,400429_02,Twinfold Bonds,400097_02,A Passion for Produce,400446_02,Hastened Squall,400379_02,Blade,,Dragonyule Xainfried,110021_03_r04,Akasha,110341_01_r05,Weapon,,Formal Joachim,110350_02_r05,100 sleep res & 0 stormlash res & 0 poison res & hit10 & hit15,,poison:45.8%;stormlash:34.6%,x:4057,s1:20101,s2:11415,s4:2044,s4_poison:741,s4_stormlash:406,dx:8941,ds:9567
60817,Halloween Althemia,110047_02_r04,light,staff,4614,Daikokuten,210110_01,Del Frith,308131_01_60401,An Ancient Oath,400084_02,Memory of a Friend,400429_02,The Bridal Dragon,400096_02,Dueling Dancers,400050_02,Such High Spirits!,400440_02,Raemond,110035_01_r03,Dagger2,,Peony,110361_01_r05,Weapon,,Gala Mym,100010_04_r05,hp100 & hit10 & hit15,,team:18.79856%,x:6191,s2:2119,s3_phase2:1312,s4:2030,dx:43683,ds:5480
63945,Yaten,110325_01_r05,shadow,sword,4664,Gala Cat Sìth,200017_01,Yitian Jian,301142_01_60501,Howling to the Heavens,400395_02,Memory of a Friend,400429_02,The Shining Overlord,400167_02,Lord of the Skies,400040_02,Luck of the Draw,400127_02,Blade,,Wand,,Bow,,Weapon,,Summer Luca,100006_03_r04,99 sleep res & always connect hits & hp60 & hit15,,sleep:0.0%;energy:12,x:4905,fs:744,s1:17391,s1_energized:39043,dx:1300,ds:559
61969,Peony,110361_01_r05,light,wand,4691,Daikokuten,210110_01,Brionac,307138_01_60401,Candy Couriers,400135_02,Memory of a Friend,400429_02,Spirit of the Season,400393_02,First-Rate Hospitality,400119_02,Rogues&#x27; Banquet,400132_02,Blade,,Dagger2,,Sharena,110358_01_r05,Weapon,,Mikoto,110010_01_r05,0 paralysis res & hit15,team skill prep not considered,paralysis:77.5%;team:16.31853%;doublebuff:every 60.07s,x:8906,s1_phase1:1099,s1_phase1_paralysis:605,s1_phase2:559,s1_phase2_paralysis:390,s1_phase3:403,s1_phase3_paralysis:281,s2:3864,s3_phase2:3976,dx:33410,ds:8470
52292,Julietta,110042_01_r05,light,axe,4908,Daikokuten,210110_01,Rog Mol,304130_01_60401,Kung Fu Masters,400163_02,Memory of a Friend,400429_02,Summer Paladyns,400098_02,First-Rate Hospitality,400119_02,The Plaguebringer,400410_02,Blade,,Lucretia,110305_01_r05,Peony,110361_01_r05,Weapon,,Kleimann,110051_01_r04,90 poison res & hit15,,poison:7.5%;team:3.32400%,x:7009,fs_enhanced:1200,s1:15734,s4:2297,s4_poison:160,dx:21172,ds:4716
41886,Summer Estelle,110063_02_r04,water,wand,4655,Gala Reborn Poseidon,210134_01,Omizununo,307136_01_60201,Candy Couriers,400135_02,Memory of a Friend,400429_02,The Prince of Dragonyule,400115_02,Chariot Drift,400392_02,His Clever Brother,400169_02,Blade,,Renee,110265_01_r04,Hunter Sarisse,100029_03_r05,Weapon,,Jurota,110016_01_r03,0 frostbite res & always connect hits & hit15 & buff all team,,frostbite:50.4%;team:10.76374%,x:5421,fs:524,s1:9632,s4:2055,s4_frostbite:476,dx:14010,ds_final:4314,ds:5450
72725,Naveed,110266_01_r05,flame,sword,4901,Gala Mars,200009_01,Nothung,301138_01_60101,Brothers in Arms,400402_02,Memory of a Friend,400429_02,The Shining Overlord,400167_02,The Plaguebringer,400410_02,To the Extreme!,400095_02,Blade,,Wand,,Gala Sarisse,100029_02_r05,Weapon,,Formal Joachim,110350_02_r05,0 stormlash res & 0 poison res & hit15 & hp60 & always connect hits & hp50,,poison:93.0%;stormlash:80.5%,x:7537,fs:976,s1:27510,s4:8019,s4_poison:2015,s4_stormlash:1107,dx:14959,ds:10597
