-,180,_
90402,The Prince,100001_01_r04,flame,sword,4828,Gala Mars,200009_01,Nothung,301138_01_60101,Me and My Bestie!,400435_02,The Red Impulse,400088_02,The Shining Overlord,400167_02,Dueling Dancers,400050_02,The Plaguebringer,400410_02,,,,,Gala Mym,100010_04_r05,Wand,,Yuya,110344_01_r04,Weapon,,Formal Joachim,110350_02_r05,0 burn res & 0 stormlash res & 0 poison res & hp50 & hit15,,poison:81.6%;burn:72.1%;stormlash:66.4%;team:2.33834%,x:6074,fs:2749,s1:24736,s1_burn:2403,s2:8828,s4:8037,s4_poison:2413,s4_stormlash:1254,dx:16620,ds:17282
-,mono,_
90402,The Prince,100001_01_r04,flame,sword,4828,Gala Mars,200009_01,Nothung,301138_01_60101,Me and My Bestie!,400435_02,The Red Impulse,400088_02,The Shining Overlord,400167_02,Dueling Dancers,400050_02,The Plaguebringer,400410_02,,,,,Gala Mym,100010_04_r05,Wand,,Yuya,110344_01_r04,Weapon,,Formal Joachim,110350_02_r05,0 burn res & 0 stormlash res & 0 poison res & hp50 & hit15,,poison:81.6%;burn:72.1%;stormlash:66.4%;team:2.33834%,x:6074,fs:2749,s1:24736,s1_burn:2403,s2:8828,s4:8037,s4_poison:2413,s4_stormlash:1254,dx:16620,ds:17282
-,180,affliction
96987,The Prince,100001_01_r04,flame,sword,4828,Gala Mars,200009_01,Nothung,301138_01_60101,Me and My Bestie!,400435_02,The Red Impulse,400088_02,The Shining Overlord,400167_02,Dueling Dancers,400050_02,The Plaguebringer,400410_02,,,,,Gala Mym,100010_04_r05,Wand,,Yuya,110344_01_r04,Weapon,,Formal Joachim,110350_02_r05,0 burn res & 0 stormlash res & 0 poison res & hp50 & hit15,,burn:100.0%;poison:81.6%;stormlash:66.4%;team:2.33834%,x:6394,fs:2894,s1:26577,s1_burn:2627,s2:9215,s4:8701,s4_poison:2577,s4_stormlash:1343,dx:17857,ds:18796
-,mono,affliction
96987,The Prince,100001_01_r04,flame,sword,4828,Gala Mars,200009_01,Nothung,301138_01_60101,Me and My Bestie!,400435_02,The Red Impulse,400088_02,The Shining Overlord,400167_02,Dueling Dancers,400050_02,The Plaguebringer,400410_02,,,,,Gala Mym,100010_04_r05,Wand,,Yuya,110344_01_r04,Weapon,,Formal Joachim,110350_02_r05,0 burn res & 0 stormlash res & 0 poison res & hp50 & hit15,,burn:100.0%;poison:81.6%;stormlash:66.4%;team:2.33834%,x:6394,fs:2894,s1:26577,s1_burn:2627,s2:9215,s4:8701,s4_poison:2577,s4_stormlash:1343,dx:17857,ds:18796
-,180,noaffliction
73219,The Prince,100001_01_r04,flame,sword,4828,Gala Mars,200009_01,Nothung,301138_01_60101,An Ancient Oath,400084_02,The Red Impulse,400088_02,The Shining Overlord,400167_02,Dueling Dancers,400050_02,Entwined Flames,400140_02,,,,,Blade,,Gala Mym,100010_04_r05,Yuya,110344_01_r04,Weapon,,Gala Mym,100010_04_r05,999 all affliction res & hp50 & hit15,,team:2.32935%,x:4673,fs:2152,s1:16988,s1_burn:0,s2:7593,s4:4924,dx:21119,ds:15767
-,mono,noaffliction
73219,The Prince,100001_01_r04,flame,sword,4828,Gala Mars,200009_01,Nothung,301138_01_60101,An Ancient Oath,400084_02,The Red Impulse,400088_02,The Shining Overlord,400167_02,Dueling Dancers,400050_02,Entwined Flames,400140_02,,,,,Blade,,Gala Mym,100010_04_r05,Yuya,110344_01_r04,Weapon,,Gala Mym,100010_04_r05,999 all affliction res & hp50 & hit15,,team:2.32935%,x:4673,fs:2152,s1:16988,s1_burn:0,s2:7593,s4:4924,dx:21119,ds:15767
