-,60,_
38158,Lowen,110257_01_r04,wind,staff,4436,Midgardsormr Zero,210131_01,Avalon,308130_01_60301,A Man Unchanging,400459_02,Memory of a Friend,400429_02,Valiant Crown,400062_02,Dueling Dancers,400050_02,Entwined Flames,400140_02,Blade,,Dragonyule Xainfried,110021_03_r04,Dagger2,,Weapon,,Formal Joachim,110350_02_r05,0 stormlash res & 0 poison res & hit15,,poison:95.1%;stormlash:79.5%;team:13.78354%,x:9878,s4:4935,s4_poison:1245,s4_stormlash:631,dx:12127,ds:9337
-,60,affliction
38992,Lowen,110257_01_r04,wind,staff,4440,Midgardsormr Zero,210131_01,Avalon,308130_01_60301,A Man Unchanging,400459_02,Memory of a Friend,400429_02,Valiant Crown,400062_02,His Clever Brother,400169_02,The Queen of the Knife,400286_02,Blade,,Dragonyule Xainfried,110021_03_r04,Dagger2,,Weapon,,Fjorm,110328_01_r05,100 freeze res & 0 frostbite res & hit15,,poison:100.0%;frostbite:78.1%;team:13.74798%,x:10442,s4:6248,s4_frostbite:682,dx:12213,ds:9404
-,180,_
35344,Lowen,110257_01_r04,wind,staff,4436,Midgardsormr Zero,210131_01,Avalon,308130_01_60301,A Man Unchanging,400459_02,Memory of a Friend,400429_02,Valiant Crown,400062_02,Dueling Dancers,400050_02,Entwined Flames,400140_02,Blade,,Dragonyule Xainfried,110021_03_r04,Dagger2,,Weapon,,Formal Joachim,110350_02_r05,0 stormlash res & 0 poison res & hit15,,poison:95.2%;stormlash:84.9%;team:14.59510%,x:11763,s4:5793,s4_poison:2231,s4_stormlash:1100,dx:8150,ds:6304
-,mono,_
35344,Lowen,110257_01_r04,wind,staff,4436,Midgardsormr Zero,210131_01,Avalon,308130_01_60301,A Man Unchanging,400459_02,Memory of a Friend,400429_02,Valiant Crown,400062_02,Dueling Dancers,400050_02,Entwined Flames,400140_02,Blade,,Dragonyule Xainfried,110021_03_r04,Dagger2,,Weapon,,Formal Joachim,110350_02_r05,0 stormlash res & 0 poison res & hit15,,poison:95.2%;stormlash:84.9%;team:14.59510%,x:11763,s4:5793,s4_poison:2231,s4_stormlash:1100,dx:8150,ds:6304
-,180,affliction
37410,Lowen,110257_01_r04,wind,staff,4440,Midgardsormr Zero,210131_01,Avalon,308130_01_60301,A Man Unchanging,400459_02,Memory of a Friend,400429_02,Valiant Crown,400062_02,His Clever Brother,400169_02,The Queen of the Knife,400286_02,Blade,,Dragonyule Xainfried,110021_03_r04,Dagger2,,Weapon,,Fjorm,110328_01_r05,100 freeze res & 0 frostbite res & hit15,,poison:100.0%;frostbite:84.8%;team:14.58080%,x:12751,s4:8926,s4_frostbite:1714,dx:7582,ds:6433
-,mono,affliction
37410,Lowen,110257_01_r04,wind,staff,4440,Midgardsormr Zero,210131_01,Avalon,308130_01_60301,A Man Unchanging,400459_02,Memory of a Friend,400429_02,Valiant Crown,400062_02,His Clever Brother,400169_02,The Queen of the Knife,400286_02,Blade,,Dragonyule Xainfried,110021_03_r04,Dagger2,,Weapon,,Fjorm,110328_01_r05,100 freeze res & 0 frostbite res & hit15,,poison:100.0%;frostbite:84.8%;team:14.58080%,x:12751,s4:8926,s4_frostbite:1714,dx:7582,ds:6433
